,Label,nb_pixels
10372,Fish,0
10373,Flower,623844
10374,Gravel,453754
10375,Sugar,0
10376,Fish,179950
10377,Flower,1435816
10378,Gravel,0
10379,Sugar,0
10380,Fish,828727
10381,Flower,0
10382,Gravel,0
10383,Sugar,275051
10384,Fish,474328
10385,Flower,0
10386,Gravel,1351323
10387,Sugar,955315
10388,Fish,1198208
10389,Flower,0
10390,Gravel,783143
10391,Sugar,748703
10392,Fish,0
10393,Flower,0
10394,Gravel,1143778
10395,Sugar,528020
10396,Fish,591994
10397,Flower,326087
10398,Gravel,0
10399,Sugar,112913
10400,Fish,0
10401,Flower,1596456
10402,Gravel,0
10403,Sugar,0
10404,Fish,0
10405,Flower,0
10406,Gravel,356697
10407,Sugar,434271
10408,Fish,1493078
10409,Flower,0
10410,Gravel,0
10411,Sugar,0
10412,Fish,661664
10413,Flower,0
10414,Gravel,249704
10415,Sugar,1429325
10416,Fish,0
10417,Flower,0
10418,Gravel,2791893
10419,Sugar,0
10420,Fish,898574
10421,Flower,1464157
10422,Gravel,0
10423,Sugar,701232
10424,Fish,0
10425,Flower,940577
10426,Gravel,1627284
10427,Sugar,0
10428,Fish,899454
10429,Flower,772669
10430,Gravel,749706
10431,Sugar,340893
10432,Fish,902751
10433,Flower,1267794
10434,Gravel,0
10435,Sugar,0
10436,Fish,188100
10437,Flower,0
10438,Gravel,0
10439,Sugar,762287
10440,Fish,0
10441,Flower,1597788
10442,Gravel,0
10443,Sugar,245232
10444,Fish,1426885
10445,Flower,97546
10446,Gravel,624540
10447,Sugar,840679
10448,Fish,223081
10449,Flower,540724
10450,Gravel,0
10451,Sugar,548085
10452,Fish,345938
10453,Flower,0
10454,Gravel,1924855
10455,Sugar,269770
10456,Fish,0
10457,Flower,0
10458,Gravel,176208
10459,Sugar,1062299
10460,Fish,0
10461,Flower,257872
10462,Gravel,0
10463,Sugar,1098771
10464,Fish,836662
10465,Flower,0
10466,Gravel,0
10467,Sugar,0
10468,Fish,0
10469,Flower,1100096
10470,Gravel,508528
10471,Sugar,1152486
10472,Fish,0
10473,Flower,0
10474,Gravel,0
10475,Sugar,351562
10476,Fish,0
10477,Flower,1728940
10478,Gravel,0
10479,Sugar,0
10480,Fish,688470
10481,Flower,0
10482,Gravel,1394544
10483,Sugar,0
10484,Fish,0
10485,Flower,419418
10486,Gravel,1792263
10487,Sugar,591072
10488,Fish,1116689
10489,Flower,0
10490,Gravel,0
10491,Sugar,1028738
10492,Fish,144047
10493,Flower,813404
10494,Gravel,1138311
10495,Sugar,191505
10496,Fish,0
10497,Flower,0
10498,Gravel,1502668
10499,Sugar,901260
10500,Fish,549308
10501,Flower,0
10502,Gravel,2088819
10503,Sugar,1593877
10504,Fish,905502
10505,Flower,0
10506,Gravel,1084998
10507,Sugar,883461
10508,Fish,439106
10509,Flower,167251
10510,Gravel,0
10511,Sugar,1117745
10512,Fish,0
10513,Flower,0
10514,Gravel,448893
10515,Sugar,175195
10516,Fish,1265964
10517,Flower,0
10518,Gravel,0
10519,Sugar,404805
10520,Fish,345430
10521,Flower,0
10522,Gravel,1921161
10523,Sugar,2437213
10524,Fish,148702
10525,Flower,1343772
10526,Gravel,0
10527,Sugar,0
10528,Fish,0
10529,Flower,891503
10530,Gravel,0
10531,Sugar,0
10532,Fish,420585
10533,Flower,0
10534,Gravel,465530
10535,Sugar,1474941
10536,Fish,0
10537,Flower,0
10538,Gravel,1006855
10539,Sugar,0
10540,Fish,0
10541,Flower,0
10542,Gravel,432057
10543,Sugar,533307
10544,Fish,0
10545,Flower,0
10546,Gravel,2482440
10547,Sugar,467251
10548,Fish,1188706
10549,Flower,0
10550,Gravel,0
10551,Sugar,197472
10552,Fish,0
10553,Flower,0
10554,Gravel,1076948
10555,Sugar,1055833
10556,Fish,1761142
10557,Flower,0
10558,Gravel,222793
10559,Sugar,0
10560,Fish,0
10561,Flower,0
10562,Gravel,1233853
10563,Sugar,0
10564,Fish,0
10565,Flower,0
10566,Gravel,1052924
10567,Sugar,993101
10568,Fish,0
10569,Flower,0
10570,Gravel,1001741
10571,Sugar,543278
10572,Fish,698821
10573,Flower,0
10574,Gravel,1157827
10575,Sugar,479702
10576,Fish,0
10577,Flower,2190424
10578,Gravel,0
10579,Sugar,0
10580,Fish,0
10581,Flower,1372022
10582,Gravel,0
10583,Sugar,655023
10584,Fish,0
10585,Flower,0
10586,Gravel,334832
10587,Sugar,0
10588,Fish,610743
10589,Flower,0
10590,Gravel,0
10591,Sugar,417625
10592,Fish,802423
10593,Flower,0
10594,Gravel,617039
10595,Sugar,934397
10596,Fish,0
10597,Flower,867171
10598,Gravel,347396
10599,Sugar,0
10600,Fish,0
10601,Flower,2389998
10602,Gravel,0
10603,Sugar,0
10604,Fish,242564
10605,Flower,682857
10606,Gravel,0
10607,Sugar,443980
10608,Fish,1694916
10609,Flower,0
10610,Gravel,162121
10611,Sugar,0
10612,Fish,524935
10613,Flower,627204
10614,Gravel,266358
10615,Sugar,950568
10616,Fish,0
10617,Flower,1590659
10618,Gravel,890868
10619,Sugar,0
10620,Fish,0
10621,Flower,1149691
10622,Gravel,0
10623,Sugar,1221697
10624,Fish,1095333
10625,Flower,1445493
10626,Gravel,740007
10627,Sugar,0
10628,Fish,712415
10629,Flower,0
10630,Gravel,414877
10631,Sugar,973593
10632,Fish,822556
10633,Flower,0
10634,Gravel,1083795
10635,Sugar,0
10636,Fish,0
10637,Flower,0
10638,Gravel,0
10639,Sugar,139017
10640,Fish,0
10641,Flower,0
10642,Gravel,2034567
10643,Sugar,1100001
10644,Fish,0
10645,Flower,83021
10646,Gravel,0
10647,Sugar,1001971
10648,Fish,376689
10649,Flower,0
10650,Gravel,0
10651,Sugar,259504
10652,Fish,1434145
10653,Flower,0
10654,Gravel,0
10655,Sugar,0
10656,Fish,0
10657,Flower,0
10658,Gravel,961444
10659,Sugar,0
10660,Fish,2013394
10661,Flower,0
10662,Gravel,178747
10663,Sugar,886118
10664,Fish,0
10665,Flower,0
10666,Gravel,1343539
10667,Sugar,624404
10668,Fish,0
10669,Flower,1153395
10670,Gravel,0
10671,Sugar,0
10672,Fish,739492
10673,Flower,0
10674,Gravel,0
10675,Sugar,507730
10676,Fish,0
10677,Flower,606872
10678,Gravel,833663
10679,Sugar,992814
10680,Fish,0
10681,Flower,1170567
10682,Gravel,535501
10683,Sugar,0
10684,Fish,699531
10685,Flower,1005219
10686,Gravel,0
10687,Sugar,185200
10688,Fish,1318286
10689,Flower,488684
10690,Gravel,910193
10691,Sugar,1313149
10692,Fish,0
10693,Flower,476548
10694,Gravel,0
10695,Sugar,659630
10696,Fish,0
10697,Flower,0
10698,Gravel,1572624
10699,Sugar,1021376
10700,Fish,195924
10701,Flower,132432
10702,Gravel,0
10703,Sugar,1364058
10704,Fish,2111202
10705,Flower,0
10706,Gravel,301305
10707,Sugar,349146
10708,Fish,0
10709,Flower,0
10710,Gravel,471468
10711,Sugar,652495
10712,Fish,1518101
10713,Flower,0
10714,Gravel,434335
10715,Sugar,143440
10716,Fish,644844
10717,Flower,737922
10718,Gravel,0
10719,Sugar,1327393
10720,Fish,101640
10721,Flower,0
10722,Gravel,571681
10723,Sugar,607446
10724,Fish,1788891
10725,Flower,0
10726,Gravel,0
10727,Sugar,0
10728,Fish,148144
10729,Flower,0
10730,Gravel,1680991
10731,Sugar,126069
10732,Fish,0
10733,Flower,1559493
10734,Gravel,0
10735,Sugar,91512
10736,Fish,265487
10737,Flower,638675
10738,Gravel,596159
10739,Sugar,0
10740,Fish,937723
10741,Flower,2397314
10742,Gravel,0
10743,Sugar,0
10744,Fish,0
10745,Flower,2163481
10746,Gravel,318560
10747,Sugar,0
10748,Fish,2092552
10749,Flower,822983
10750,Gravel,0
10751,Sugar,0
10752,Fish,598158
10753,Flower,0
10754,Gravel,492348
10755,Sugar,0
10756,Fish,237165
10757,Flower,1506013
10758,Gravel,0
10759,Sugar,0
10760,Fish,0
10761,Flower,807234
10762,Gravel,1271951
10763,Sugar,485125
10764,Fish,613137
10765,Flower,341262
10766,Gravel,156240
10767,Sugar,0
10768,Fish,0
10769,Flower,1190364
10770,Gravel,0
10771,Sugar,0
10772,Fish,792511
10773,Flower,0
10774,Gravel,0
10775,Sugar,0
10776,Fish,1536520
10777,Flower,0
10778,Gravel,487392
10779,Sugar,279919
10780,Fish,0
10781,Flower,2593534
10782,Gravel,0
10783,Sugar,0
10784,Fish,0
10785,Flower,925204
10786,Gravel,0
10787,Sugar,928320
10788,Fish,0
10789,Flower,956855
10790,Gravel,823193
10791,Sugar,777364
10792,Fish,278160
10793,Flower,0
10794,Gravel,0
10795,Sugar,1056657
10796,Fish,0
10797,Flower,971222
10798,Gravel,0
10799,Sugar,0
10800,Fish,327859
10801,Flower,552683
10802,Gravel,0
10803,Sugar,0
10804,Fish,388059
10805,Flower,1066518
10806,Gravel,0
10807,Sugar,801635
10808,Fish,0
10809,Flower,0
10810,Gravel,414119
10811,Sugar,0
10812,Fish,0
10813,Flower,488978
10814,Gravel,0
10815,Sugar,0
10816,Fish,0
10817,Flower,0
10818,Gravel,0
10819,Sugar,1703555
10820,Fish,0
10821,Flower,408797
10822,Gravel,0
10823,Sugar,0
10824,Fish,1456374
10825,Flower,0
10826,Gravel,158674
10827,Sugar,0
10828,Fish,682143
10829,Flower,2492727
10830,Gravel,0
10831,Sugar,0
10832,Fish,117365
10833,Flower,93160
10834,Gravel,1110781
10835,Sugar,262615
10836,Fish,1153783
10837,Flower,0
10838,Gravel,349450
10839,Sugar,375704
10840,Fish,0
10841,Flower,0
10842,Gravel,0
10843,Sugar,200613
10844,Fish,0
10845,Flower,0
10846,Gravel,296197
10847,Sugar,679834
10848,Fish,2536823
10849,Flower,0
10850,Gravel,289256
10851,Sugar,820338
10852,Fish,0
10853,Flower,972527
10854,Gravel,319344
10855,Sugar,751647
10856,Fish,535029
10857,Flower,1414205
10858,Gravel,0
10859,Sugar,0
10860,Fish,0
10861,Flower,0
10862,Gravel,662770
10863,Sugar,0
10864,Fish,605595
10865,Flower,0
10866,Gravel,587168
10867,Sugar,185136
10868,Fish,0
10869,Flower,922135
10870,Gravel,0
10871,Sugar,995063
10872,Fish,406800
10873,Flower,0
10874,Gravel,1204447
10875,Sugar,0
10876,Fish,866016
10877,Flower,0
10878,Gravel,0
10879,Sugar,287110
10880,Fish,0
10881,Flower,0
10882,Gravel,0
10883,Sugar,1344989
10884,Fish,0
10885,Flower,0
10886,Gravel,454300
10887,Sugar,878386
10888,Fish,1088170
10889,Flower,0
10890,Gravel,0
10891,Sugar,246843
10892,Fish,0
10893,Flower,0
10894,Gravel,743328
10895,Sugar,218400
10896,Fish,604496
10897,Flower,0
10898,Gravel,1253924
10899,Sugar,188775
10900,Fish,0
10901,Flower,315570
10902,Gravel,1201581
10903,Sugar,0
10904,Fish,338249
10905,Flower,216603
10906,Gravel,1155812
10907,Sugar,1263991
10908,Fish,0
10909,Flower,643876
10910,Gravel,0
10911,Sugar,0
10912,Fish,0
10913,Flower,0
10914,Gravel,468585
10915,Sugar,110998
10916,Fish,0
10917,Flower,1205357
10918,Gravel,0
10919,Sugar,122850
10920,Fish,0
10921,Flower,253544
10922,Gravel,0
10923,Sugar,1093580
10924,Fish,511560
10925,Flower,0
10926,Gravel,448471
10927,Sugar,519237
10928,Fish,0
10929,Flower,775833
10930,Gravel,1009057
10931,Sugar,0
10932,Fish,2003088
10933,Flower,0
10934,Gravel,0
10935,Sugar,507435
10936,Fish,0
10937,Flower,672573
10938,Gravel,0
10939,Sugar,2092391
10940,Fish,0
10941,Flower,0
10942,Gravel,1425078
10943,Sugar,244882
10944,Fish,397418
10945,Flower,1116128
10946,Gravel,0
10947,Sugar,0
10948,Fish,0
10949,Flower,1025320
10950,Gravel,0
10951,Sugar,470648
10952,Fish,758987
10953,Flower,0
10954,Gravel,699768
10955,Sugar,1092582
10956,Fish,323913
10957,Flower,0
10958,Gravel,252266
10959,Sugar,254687
10960,Fish,405648
10961,Flower,0
10962,Gravel,577200
10963,Sugar,768190
10964,Fish,0
10965,Flower,0
10966,Gravel,1983950
10967,Sugar,227650
10968,Fish,572880
10969,Flower,0
10970,Gravel,983675
10971,Sugar,260226
10972,Fish,2301913
10973,Flower,0
10974,Gravel,0
10975,Sugar,0
10976,Fish,0
10977,Flower,54289
10978,Gravel,429484
10979,Sugar,912783
10980,Fish,525086
10981,Flower,0
10982,Gravel,452713
10983,Sugar,820228
10984,Fish,270560
10985,Flower,667945
10986,Gravel,503328
10987,Sugar,0
10988,Fish,0
10989,Flower,0
10990,Gravel,1121213
10991,Sugar,614338
10992,Fish,486096
10993,Flower,1024258
10994,Gravel,0
10995,Sugar,560238
10996,Fish,0
10997,Flower,990487
10998,Gravel,0
10999,Sugar,705210
11000,Fish,184318
11001,Flower,1056290
11002,Gravel,588675
11003,Sugar,176250
11004,Fish,0
11005,Flower,438606
11006,Gravel,282744
11007,Sugar,0
11008,Fish,0
11009,Flower,0
11010,Gravel,1062660
11011,Sugar,360044
11012,Fish,459658
11013,Flower,0
11014,Gravel,464505
11015,Sugar,518552
11016,Fish,385577
11017,Flower,0
11018,Gravel,0
11019,Sugar,0
11020,Fish,0
11021,Flower,0
11022,Gravel,1829817
11023,Sugar,0
11024,Fish,0
11025,Flower,0
11026,Gravel,449004
11027,Sugar,0
11028,Fish,0
11029,Flower,0
11030,Gravel,1004060
11031,Sugar,433257
11032,Fish,0
11033,Flower,1087622
11034,Gravel,842575
11035,Sugar,829044
11036,Fish,0
11037,Flower,0
11038,Gravel,874053
11039,Sugar,450405
11040,Fish,0
11041,Flower,1459778
11042,Gravel,215776
11043,Sugar,0
11044,Fish,704447
11045,Flower,876419
11046,Gravel,0
11047,Sugar,272824
11048,Fish,0
11049,Flower,0
11050,Gravel,609559
11051,Sugar,1375864
11052,Fish,0
11053,Flower,1791642
11054,Gravel,0
11055,Sugar,0
11056,Fish,1108513
11057,Flower,2659134
11058,Gravel,1781398
11059,Sugar,321495
11060,Fish,94878
11061,Flower,0
11062,Gravel,1055924
11063,Sugar,0
11064,Fish,0
11065,Flower,757776
11066,Gravel,383350
11067,Sugar,730312
11068,Fish,0
11069,Flower,2608596
11070,Gravel,0
11071,Sugar,0
11072,Fish,0
11073,Flower,0
11074,Gravel,389601
11075,Sugar,0
11076,Fish,0
11077,Flower,0
11078,Gravel,536551
11079,Sugar,504071
11080,Fish,0
11081,Flower,887257
11082,Gravel,0
11083,Sugar,463059
11084,Fish,659927
11085,Flower,1339800
11086,Gravel,171656
11087,Sugar,0
11088,Fish,728430
11089,Flower,155449
11090,Gravel,0
11091,Sugar,366837
11092,Fish,0
11093,Flower,0
11094,Gravel,460941
11095,Sugar,1312131
11096,Fish,958667
11097,Flower,730226
11098,Gravel,0
11099,Sugar,0
11100,Fish,814464
11101,Flower,0
11102,Gravel,752416
11103,Sugar,673492
11104,Fish,0
11105,Flower,0
11106,Gravel,1274640
11107,Sugar,0
11108,Fish,0
11109,Flower,1611720
11110,Gravel,207207
11111,Sugar,278850
11112,Fish,142877
11113,Flower,581316
11114,Gravel,599588
11115,Sugar,565164
11116,Fish,678143
11117,Flower,939056
11118,Gravel,609820
11119,Sugar,41571
11120,Fish,1751666
11121,Flower,0
11122,Gravel,0
11123,Sugar,0
11124,Fish,734997
11125,Flower,0
11126,Gravel,1127861
11127,Sugar,0
11128,Fish,0
11129,Flower,476752
11130,Gravel,0
11131,Sugar,0
11132,Fish,225218
11133,Flower,0
11134,Gravel,0
11135,Sugar,734892
11136,Fish,386493
11137,Flower,0
11138,Gravel,0
11139,Sugar,505630
11140,Fish,1033730
11141,Flower,0
11142,Gravel,313633
11143,Sugar,0
11144,Fish,257514
11145,Flower,0
11146,Gravel,1288972
11147,Sugar,556087
11148,Fish,0
11149,Flower,0
11150,Gravel,0
11151,Sugar,2282625
11152,Fish,2378148
11153,Flower,0
11154,Gravel,0
11155,Sugar,0
11156,Fish,0
11157,Flower,0
11158,Gravel,1968572
11159,Sugar,0
11160,Fish,0
11161,Flower,145298
11162,Gravel,0
11163,Sugar,130572
11164,Fish,407376
11165,Flower,0
11166,Gravel,298312
11167,Sugar,0
11168,Fish,461849
11169,Flower,808550
11170,Gravel,1061294
11171,Sugar,425802
11172,Fish,442780
11173,Flower,0
11174,Gravel,1787021
11175,Sugar,142990
11176,Fish,0
11177,Flower,403737
11178,Gravel,0
11179,Sugar,0
11180,Fish,469672
11181,Flower,505125
11182,Gravel,881018
11183,Sugar,0
11184,Fish,1314887
11185,Flower,0
11186,Gravel,428835
11187,Sugar,837794
11188,Fish,1814600
11189,Flower,0
11190,Gravel,399646
11191,Sugar,261092
11192,Fish,0
11193,Flower,2168590
11194,Gravel,0
11195,Sugar,0
11196,Fish,0
11197,Flower,874578
11198,Gravel,0
11199,Sugar,723845
11200,Fish,0
11201,Flower,0
11202,Gravel,1360810
11203,Sugar,666731
11204,Fish,0
11205,Flower,650496
11206,Gravel,0
11207,Sugar,0
11208,Fish,1654333
11209,Flower,0
11210,Gravel,0
11211,Sugar,461562
11212,Fish,0
11213,Flower,0
11214,Gravel,1495232
11215,Sugar,0
11216,Fish,1553075
11217,Flower,549770
11218,Gravel,0
11219,Sugar,272032
11220,Fish,2349529
11221,Flower,288355
11222,Gravel,249460
11223,Sugar,250699
11224,Fish,0
11225,Flower,363127
11226,Gravel,864308
11227,Sugar,0
11228,Fish,875954
11229,Flower,0
11230,Gravel,727969
11231,Sugar,470135
11232,Fish,549932
11233,Flower,0
11234,Gravel,544619
11235,Sugar,458700
11236,Fish,0
11237,Flower,0
11238,Gravel,730702
11239,Sugar,1273178
11240,Fish,0
11241,Flower,0
11242,Gravel,0
11243,Sugar,253006
11244,Fish,0
11245,Flower,0
11246,Gravel,1177806
11247,Sugar,460990
11248,Fish,166537
11249,Flower,0
11250,Gravel,0
11251,Sugar,0
11252,Fish,0
11253,Flower,33350
11254,Gravel,1047724
11255,Sugar,1344916
11256,Fish,0
11257,Flower,2162634
11258,Gravel,655863
11259,Sugar,0
11260,Fish,0
11261,Flower,0
11262,Gravel,1903237
11263,Sugar,0
11264,Fish,0
11265,Flower,0
11266,Gravel,1570780
11267,Sugar,0
11268,Fish,1659140
11269,Flower,0
11270,Gravel,0
11271,Sugar,0
11272,Fish,811509
11273,Flower,1085655
11274,Gravel,0
11275,Sugar,248560
11276,Fish,0
11277,Flower,0
11278,Gravel,1531742
11279,Sugar,0
11280,Fish,1570525
11281,Flower,1377503
11282,Gravel,0
11283,Sugar,0
11284,Fish,0
11285,Flower,575140
11286,Gravel,275716
11287,Sugar,0
11288,Fish,701050
11289,Flower,438540
11290,Gravel,661451
11291,Sugar,286783
11292,Fish,214195
11293,Flower,652188
11294,Gravel,0
11295,Sugar,0
11296,Fish,896007
11297,Flower,331972
11298,Gravel,0
11299,Sugar,0
11300,Fish,710937
11301,Flower,1277252
11302,Gravel,0
11303,Sugar,0
11304,Fish,0
11305,Flower,0
11306,Gravel,0
11307,Sugar,348857
11308,Fish,247157
11309,Flower,0
11310,Gravel,947165
11311,Sugar,159840
11312,Fish,174874
11313,Flower,672088
11314,Gravel,194670
11315,Sugar,1073436
11316,Fish,730346
11317,Flower,0
11318,Gravel,799356
11319,Sugar,0
11320,Fish,719877
11321,Flower,1288146
11322,Gravel,0
11323,Sugar,311671
11324,Fish,192692
11325,Flower,0
11326,Gravel,441647
11327,Sugar,0
11328,Fish,0
11329,Flower,0
11330,Gravel,1029437
11331,Sugar,172634
11332,Fish,0
11333,Flower,847044
11334,Gravel,0
11335,Sugar,218092
11336,Fish,0
11337,Flower,0
11338,Gravel,0
11339,Sugar,333498
11340,Fish,639156
11341,Flower,0
11342,Gravel,0
11343,Sugar,445566
11344,Fish,0
11345,Flower,0
11346,Gravel,462384
11347,Sugar,177915
11348,Fish,213146
11349,Flower,0
11350,Gravel,1432672
11351,Sugar,1089853
11352,Fish,296696
11353,Flower,0
11354,Gravel,350154
11355,Sugar,0
11356,Fish,896414
11357,Flower,0
11358,Gravel,0
11359,Sugar,833679
11360,Fish,833615
11361,Flower,0
11362,Gravel,1471772
11363,Sugar,1017784
11364,Fish,578223
11365,Flower,0
11366,Gravel,275737
11367,Sugar,807026
11368,Fish,0
11369,Flower,677326
11370,Gravel,0
11371,Sugar,0
11372,Fish,1104731
11373,Flower,473829
11374,Gravel,0
11375,Sugar,0
11376,Fish,492607
11377,Flower,0
11378,Gravel,1450001
11379,Sugar,0
11380,Fish,0
11381,Flower,0
11382,Gravel,0
11383,Sugar,653317
11384,Fish,0
11385,Flower,352584
11386,Gravel,0
11387,Sugar,613564
11388,Fish,0
11389,Flower,0
11390,Gravel,629356
11391,Sugar,1457950
11392,Fish,0
11393,Flower,0
11394,Gravel,1579357
11395,Sugar,0
11396,Fish,861717
11397,Flower,0
11398,Gravel,0
11399,Sugar,747150
11400,Fish,0
11401,Flower,273083
11402,Gravel,523431
11403,Sugar,0
11404,Fish,0
11405,Flower,1053668
11406,Gravel,0
11407,Sugar,715146
11408,Fish,1035452
11409,Flower,0
11410,Gravel,485574
11411,Sugar,0
11412,Fish,0
11413,Flower,1257209
11414,Gravel,0
11415,Sugar,206388
11416,Fish,0
11417,Flower,0
11418,Gravel,1101367
11419,Sugar,0
11420,Fish,1071888
11421,Flower,0
11422,Gravel,690863
11423,Sugar,1238035
11424,Fish,297513
11425,Flower,0
11426,Gravel,0
11427,Sugar,227397
11428,Fish,603749
11429,Flower,0
11430,Gravel,0
11431,Sugar,0
11432,Fish,1426134
11433,Flower,0
11434,Gravel,0
11435,Sugar,0
11436,Fish,355839
11437,Flower,739286
11438,Gravel,351858
11439,Sugar,405728
11440,Fish,0
11441,Flower,487740
11442,Gravel,585414
11443,Sugar,290659
11444,Fish,356352
11445,Flower,0
11446,Gravel,472976
11447,Sugar,1364954
11448,Fish,1526472
11449,Flower,0
11450,Gravel,0
11451,Sugar,0
11452,Fish,0
11453,Flower,1094570
11454,Gravel,0
11455,Sugar,484980
11456,Fish,1021553
11457,Flower,0
11458,Gravel,0
11459,Sugar,290459
11460,Fish,0
11461,Flower,959781
11462,Gravel,507649
11463,Sugar,0
11464,Fish,0
11465,Flower,0
11466,Gravel,875659
11467,Sugar,0
11468,Fish,1797467
11469,Flower,1209156
11470,Gravel,0
11471,Sugar,0
11472,Fish,0
11473,Flower,1932224
11474,Gravel,871500
11475,Sugar,700115
11476,Fish,0
11477,Flower,0
11478,Gravel,912245
11479,Sugar,1443406
11480,Fish,0
11481,Flower,0
11482,Gravel,1140225
11483,Sugar,258725
11484,Fish,613810
11485,Flower,0
11486,Gravel,60876
11487,Sugar,773537
11488,Fish,2101427
11489,Flower,0
11490,Gravel,0
11491,Sugar,212547
11492,Fish,0
11493,Flower,0
11494,Gravel,590568
11495,Sugar,0
11496,Fish,547678
11497,Flower,0
11498,Gravel,917004
11499,Sugar,355249
11500,Fish,699631
11501,Flower,298328
11502,Gravel,0
11503,Sugar,361215
11504,Fish,0
11505,Flower,550619
11506,Gravel,0
11507,Sugar,0
11508,Fish,2251953
11509,Flower,0
11510,Gravel,0
11511,Sugar,1374219
11512,Fish,1261634
11513,Flower,403182
11514,Gravel,0
11515,Sugar,0
11516,Fish,0
11517,Flower,196215
11518,Gravel,836705
11519,Sugar,334827
11520,Fish,0
11521,Flower,0
11522,Gravel,1351494
11523,Sugar,1580222
11524,Fish,0
11525,Flower,0
11526,Gravel,487272
11527,Sugar,2131128
11528,Fish,383265
11529,Flower,0
11530,Gravel,0
11531,Sugar,0
11532,Fish,1594010
11533,Flower,319549
11534,Gravel,0
11535,Sugar,0
11536,Fish,0
11537,Flower,1379691
11538,Gravel,0
11539,Sugar,399452
11540,Fish,0
11541,Flower,0
11542,Gravel,2329371
11543,Sugar,864350
11544,Fish,1412131
11545,Flower,0
11546,Gravel,0
11547,Sugar,297582
11548,Fish,493864
11549,Flower,723675
11550,Gravel,0
11551,Sugar,0
11552,Fish,325941
11553,Flower,1155898
11554,Gravel,0
11555,Sugar,436617
11556,Fish,0
11557,Flower,0
11558,Gravel,388126
11559,Sugar,0
11560,Fish,982894
11561,Flower,535564
11562,Gravel,417362
11563,Sugar,0
11564,Fish,0
11565,Flower,0
11566,Gravel,1516680
11567,Sugar,851489
11568,Fish,216563
11569,Flower,1047800
11570,Gravel,0
11571,Sugar,515840
11572,Fish,0
11573,Flower,1394422
11574,Gravel,0
11575,Sugar,664966
11576,Fish,0
11577,Flower,0
11578,Gravel,1683032
11579,Sugar,772372
11580,Fish,0
11581,Flower,805271
11582,Gravel,0
11583,Sugar,0
11584,Fish,0
11585,Flower,0
11586,Gravel,0
11587,Sugar,2219871
11588,Fish,355035
11589,Flower,1034645
11590,Gravel,0
11591,Sugar,0
11592,Fish,901588
11593,Flower,0
11594,Gravel,0
11595,Sugar,0
11596,Fish,674975
11597,Flower,0
11598,Gravel,761917
11599,Sugar,0
11600,Fish,0
11601,Flower,0
11602,Gravel,201636
11603,Sugar,618816
11604,Fish,0
11605,Flower,0
11606,Gravel,1047892
11607,Sugar,1323677
11608,Fish,1039362
11609,Flower,0
11610,Gravel,503743
11611,Sugar,221666
11612,Fish,0
11613,Flower,795081
11614,Gravel,449011
11615,Sugar,0
11616,Fish,711196
11617,Flower,0
11618,Gravel,0
11619,Sugar,0
11620,Fish,424731
11621,Flower,1498729
11622,Gravel,1284661
11623,Sugar,0
11624,Fish,1238590
11625,Flower,0
11626,Gravel,0
11627,Sugar,386727
11628,Fish,1773318
11629,Flower,0
11630,Gravel,0
11631,Sugar,429494
11632,Fish,0
11633,Flower,782230
11634,Gravel,0
11635,Sugar,0
11636,Fish,0
11637,Flower,317667
11638,Gravel,480088
11639,Sugar,0
11640,Fish,0
11641,Flower,0
11642,Gravel,0
11643,Sugar,1156043
11644,Fish,0
11645,Flower,341895
11646,Gravel,410749
11647,Sugar,0
11648,Fish,0
11649,Flower,0
11650,Gravel,1563508
11651,Sugar,265631
11652,Fish,626362
11653,Flower,0
11654,Gravel,0
11655,Sugar,689152
11656,Fish,0
11657,Flower,638319
11658,Gravel,0
11659,Sugar,971314
11660,Fish,0
11661,Flower,488053
11662,Gravel,1094096
11663,Sugar,145475
11664,Fish,0
11665,Flower,0
11666,Gravel,733399
11667,Sugar,1457484
11668,Fish,2222853
11669,Flower,0
11670,Gravel,812720
11671,Sugar,303212
11672,Fish,587860
11673,Flower,0
11674,Gravel,1285285
11675,Sugar,368560
11676,Fish,598804
11677,Flower,1667168
11678,Gravel,0
11679,Sugar,0
11680,Fish,0
11681,Flower,0
11682,Gravel,0
11683,Sugar,795745
11684,Fish,0
11685,Flower,683691
11686,Gravel,0
11687,Sugar,320596
11688,Fish,0
11689,Flower,1165284
11690,Gravel,0
11691,Sugar,838616
11692,Fish,961100
11693,Flower,0
11694,Gravel,0
11695,Sugar,963308
11696,Fish,1580461
11697,Flower,0
11698,Gravel,198147
11699,Sugar,0
11700,Fish,0
11701,Flower,0
11702,Gravel,0
11703,Sugar,2578467
11704,Fish,483911
11705,Flower,1245316
11706,Gravel,598780
11707,Sugar,1007872
11708,Fish,525543
11709,Flower,0
11710,Gravel,1133190
11711,Sugar,0
11712,Fish,0
11713,Flower,0
11714,Gravel,829562
11715,Sugar,1420205
11716,Fish,0
11717,Flower,0
11718,Gravel,350208
11719,Sugar,278964
11720,Fish,0
11721,Flower,1525091
11722,Gravel,0
11723,Sugar,0
11724,Fish,2103241
11725,Flower,0
11726,Gravel,0
11727,Sugar,1262289
11728,Fish,0
11729,Flower,706881
11730,Gravel,0
11731,Sugar,1508969
11732,Fish,1602050
11733,Flower,160776
11734,Gravel,574959
11735,Sugar,0
11736,Fish,0
11737,Flower,0
11738,Gravel,638817
11739,Sugar,1028695
11740,Fish,899019
11741,Flower,0
11742,Gravel,1590562
